season,climvar,modern_site_code,x,y,name,bioclim_val,pred_val,forms
rainy,t_mean,ASFQ71,76.6220776,11.24818407,chelsa_temp_rainy_6_11,15.724999999999966,20.353837609291077,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ72,76.57016125,11.24730361,chelsa_temp_rainy_6_11,14.074999999999989,19.249296188354492,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ73,76.54897909,11.24020778,chelsa_temp_rainy_6_11,13.90833333333336,19.111706256866455,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ75,76.62106899,11.23704596,chelsa_temp_rainy_6_11,15.974999999999966,20.441742300987244,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ76,76.59274613,11.22619063,chelsa_temp_rainy_6_11,14.616666666666674,19.719395637512207,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ77,76.61020697,11.22592389,chelsa_temp_rainy_6_11,16,20.629018306732178,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ78,76.64183528,11.21577952,chelsa_temp_rainy_6_11,16.98333333333335,21.12587022781372,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ8,76.85221568,11.50484336,chelsa_temp_rainy_6_11,19.44999999999999,22.766823530197144,"value ~ s(elev, k = 3)"
rainy,t_mean,AVLC1,76.603,11.302,chelsa_temp_rainy_6_11,15.891666666666708,20.44556486606598,"value ~ s(elev, k = 3)"
rainy,t_mean,AVLC2,76.592,11.299,chelsa_temp_rainy_6_11,14.899999999999977,20.506715416908264,"value ~ s(elev, k = 3)"
rainy,t_mean,BGOT1,76.714,11.42,chelsa_temp_rainy_6_11,14.583333333333314,19.451858639717102,"value ~ s(elev, k = 3)"
rainy,t_mean,BVLR1,76.835,11.351,chelsa_temp_rainy_6_11,18.999999999999943,20.995924472808838,"value ~ s(elev, k = 3)"
rainy,t_mean,BVLR2,76.84,11.343,chelsa_temp_rainy_6_11,21.01666666666665,23.37574803829193,"value ~ s(elev, k = 3)"
rainy,t_mean,CNRG1,76.805,11.345,chelsa_temp_rainy_6_11,17.491666666666674,21.282570838928223,"value ~ s(elev, k = 3)"
rainy,t_mean,CNRG2,76.79,11.339,chelsa_temp_rainy_6_11,18.191666666666663,21.748847365379333,"value ~ s(elev, k = 3)"
rainy,t_mean,DDBT1,76.73558,11.4015,chelsa_temp_rainy_6_11,13.199999999999989,18.614853024482727,"value ~ s(elev, k = 3)"
rainy,t_mean,EMVL1,76.58027,11.35123,chelsa_temp_rainy_6_11,14.625000000000057,19.589448928833008,"value ~ s(elev, k = 3)"
rainy,t_mean,EMVL2,76.594,11.348,chelsa_temp_rainy_6_11,15.391666666666708,20.04808270931244,"value ~ s(elev, k = 3)"
rainy,t_mean,FHEK1,76.914,11.459,chelsa_temp_rainy_6_11,16.41666666666663,20.6481271982193,"value ~ s(elev, k = 3)"
rainy,t_mean,GDLR1,76.51434,11.4872,chelsa_temp_rainy_6_11,20.19999999999999,23.310433626174927,"value ~ s(elev, k = 3)"
rainy,t_mean,GDLR2,76.52622,11.49314,chelsa_temp_rainy_6_11,18.92500000000001,23.13842761516571,"value ~ s(elev, k = 3)"
rainy,t_mean,GVSL1,76.64279,11.39221,chelsa_temp_rainy_6_11,14.800000000000011,19.413639545440674,"value ~ s(elev, k = 3)"
rainy,t_mean,HTHP1,76.817,11.35,chelsa_temp_rainy_6_11,16.65833333333336,20.885087609291077,"value ~ s(elev, k = 3)"
rainy,t_mean,KDND1,76.7,11.4667,chelsa_temp_rainy_6_11,16.53333333333336,20.96534812450409,"value ~ s(elev, k = 3)"
rainy,t_mean,KJPN1,76.932,11.359,chelsa_temp_rainy_6_11,22.116666666666617,24.094364404678345,"value ~ s(elev, k = 3)"
rainy,t_mean,KJPN2,76.921,11.358,chelsa_temp_rainy_6_11,22.566666666666663,23.99485719203949,"value ~ s(elev, k = 3)"
rainy,t_mean,KKTG1,76.936,11.452,chelsa_temp_rainy_6_11,17.875,21.458379983901978,"value ~ s(elev, k = 3)"
rainy,t_mean,KLHT1,76.68286,11.460672,chelsa_temp_rainy_6_11,16.32499999999999,20.671058893203735,"value ~ s(elev, k = 3)"
rainy,t_mean,KMFD1,76.896385,11.469283,chelsa_temp_rainy_6_11,17.34166666666664,21.072363138198853,"value ~ s(elev, k = 3)"
rainy,t_mean,KMFD2,76.91277,11.4477,chelsa_temp_rainy_6_11,17.20833333333337,20.96152698993683,"value ~ s(elev, k = 3)"
rainy,t_mean,KNSL1,76.906,11.451,chelsa_temp_rainy_6_11,17.500000000000057,21.156445741653442,"value ~ s(elev, k = 3)"
rainy,t_mean,KUKL1,76.863,11.433,chelsa_temp_rainy_6_11,16.65833333333336,20.785717487335205,"value ~ s(elev, k = 3)"
rainy,t_mean,KULR1,76.859,11.354,chelsa_temp_rainy_6_11,22.150000000000034,23.120608687400818,"value ~ s(elev, k = 3)"
rainy,t_mean,KULR2,76.868,11.345,chelsa_temp_rainy_6_11,24.08333333333337,24.33165729045868,"value ~ s(elev, k = 3)"
rainy,t_mean,LDNH2,76.6962,11.36707,chelsa_temp_rainy_6_11,14.93333333333328,19.856985807418823,"value ~ s(elev, k = 3)"
rainy,t_mean,LWSL1,76.873,11.439,chelsa_temp_rainy_6_11,16.53333333333336,20.564044952392578,"value ~ s(elev, k = 3)"
rainy,t_mean,NDVT1,76.549,11.488,chelsa_temp_rainy_6_11,17.39166666666671,21.43926978111267,"value ~ s(elev, k = 3)"
rainy,t_mean,NDVT2,76.548,11.478,chelsa_temp_rainy_6_11,16.850000000000023,21.053253412246704,"value ~ s(elev, k = 3)"
rainy,t_mean,OTCM1,76.696,11.412,chelsa_temp_rainy_6_11,14.824999999999989,19.692641496658325,"value ~ s(elev, k = 3)"
rainy,t_mean,OTCM2,76.708,11.399,chelsa_temp_rainy_6_11,14.508333333333326,19.321913361549377,"value ~ s(elev, k = 3)"
rainy,t_mean,OTCM3,76.70851,11.38741,chelsa_temp_rainy_6_11,14.699999999999989,19.63149094581604,"value ~ s(elev, k = 3)"
rainy,t_mean,RNMD1,76.796,11.332,chelsa_temp_rainy_6_11,19.116666666666674,21.748847365379333,"value ~ s(elev, k = 3)"
rainy,t_mean,RNMD2,76.783,11.328,chelsa_temp_rainy_6_11,17.958333333333314,21.469845175743103,"value ~ s(elev, k = 3)"
rainy,t_mean,SMPK2,76.799,11.356,chelsa_temp_rainy_6_11,17.350000000000023,21.206131100654602,"value ~ s(elev, k = 3)"
rainy,t_mean,TMTE1,76.705255,11.281124,chelsa_temp_rainy_6_11,17.883333333333326,21.695340275764465,"value ~ s(elev, k = 3)"
rainy,t_mean,TSTE1,76.61246,11.21223,chelsa_temp_rainy_6_11,15.358333333333292,20.361481308937073,"value ~ s(elev, k = 3)"
rainy,t_mean,WLTN1,76.789,11.365,chelsa_temp_rainy_6_11,17.29166666666663,21.06089699268341,"value ~ s(elev, k = 3)"
rainy,t_mean,WLTN2,76.779,11.355,chelsa_temp_rainy_6_11,17.191666666666663,21.129692435264587,"value ~ s(elev, k = 3)"
rainy,t_mean,WTCM1,76.561,11.344,chelsa_temp_rainy_6_11,13.791666666666686,18.932075142860413,"value ~ s(elev, k = 3)"
rainy,t_mean,WTCM2,76.552,11.333,chelsa_temp_rainy_6_11,13.691666666666663,19.077308297157288,"value ~ s(elev, k = 3)"
rainy,t_mean,ASFQ10,76.60214845,11.50345721,chelsa_temp_rainy_6_11,16.133333333333326,21.640578746795654,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ12,76.88032238,11.49702101,chelsa_temp_rainy_6_11,17.41666666666663,22.181100964546204,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ15,76.7942723,11.48717461,chelsa_temp_rainy_6_11,16.34166666666664,22.15418267250061,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ16,76.7793,11.4651,chelsa_temp_rainy_6_11,16.691666666666663,21.81528627872467,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ17,76.62574652,11.4453058,chelsa_temp_rainy_6_11,15.19166666666672,21.015709161758423,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ18,76.78027378,11.44161317,chelsa_temp_rainy_6_11,16.191666666666663,21.592379689216614,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ19,76.61706892,11.44092801,chelsa_temp_rainy_6_11,15.433333333333337,21.12007200717926,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ22,76.66552,11.4226,chelsa_temp_rainy_6_11,15.125,21.033506989479065,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ23,76.62467365,11.41579618,chelsa_temp_rainy_6_11,14.15833333333336,20.606133937835693,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ25,76.72919502,11.41410156,chelsa_temp_rainy_6_11,13.574999999999989,20.300975918769836,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ27,76.66983965,11.41041649,chelsa_temp_rainy_6_11,14.941666666666663,20.93659794330597,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ28,76.62860337,11.4085924,chelsa_temp_rainy_6_11,14.766666666666708,20.834807991981506,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ29,76.78223094,11.40596375,chelsa_temp_rainy_6_11,14.15833333333336,20.852497696876526,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ3,76.59621913,11.51822191,chelsa_temp_rainy_6_11,19.35833333333329,23.061665058135986,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ31,76.66553779,11.39956613,chelsa_temp_rainy_6_11,14.949999999999989,20.988669514656067,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ32,76.67809,11.39455,chelsa_temp_rainy_6_11,15.150000000000034,21.07952845096588,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ34,76.76929652,11.39300698,chelsa_temp_rainy_6_11,16.024999999999977,21.273348450660706,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ36,76.88750854,11.38456603,chelsa_temp_rainy_6_11,18.83333333333337,22.72852325439453,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ37,76.66344467,11.38277077,chelsa_temp_rainy_6_11,15.858333333333292,21.032975554466248,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ39,76.7757081,11.37321922,chelsa_temp_rainy_6_11,17.32499999999999,22.12299072742462,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ41,76.6782102,11.35443825,chelsa_temp_rainy_6_11,15.59166666666664,21.259987473487854,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ42,76.6286255,11.35142201,chelsa_temp_rainy_6_11,15.833333333333314,21.404399275779724,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ43,76.57028335,11.34768537,chelsa_temp_rainy_6_11,13.774999999999977,20.927186489105225,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ45,76.58705588,11.34048546,chelsa_temp_rainy_6_11,14.266666666666652,20.862237095832825,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ46,76.70524849,11.33347855,chelsa_temp_rainy_6_11,16.17500000000001,21.633110642433167,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ47,76.56527554,11.32850959,chelsa_temp_rainy_6_11,13.691666666666663,20.258656859397888,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ48,76.73574117,11.32845085,chelsa_temp_rainy_6_11,17.724999999999966,22.18440353870392,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ50,76.61974909,11.31436879,chelsa_temp_rainy_6_11,16.17500000000001,21.61992073059082,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ51,76.67748725,11.31403575,chelsa_temp_rainy_6_11,15.399999999999977,21.265374660491943,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ52,76.66696305,11.30984907,chelsa_temp_rainy_6_11,15.433333333333337,21.472723245620728,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ53,76.73793628,11.30905469,chelsa_temp_rainy_6_11,18.558333333333337,22.746837615966797,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ55,76.56310215,11.30790616,chelsa_temp_rainy_6_11,14.974999999999966,21.568898916244507,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ56,76.61229999,11.30789132,chelsa_temp_rainy_6_11,15.941666666666663,21.519086003303528,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ58,76.58461073,11.30253438,chelsa_temp_rainy_6_11,15.925000000000011,21.490145802497864,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ59,76.7812738,11.29704546,chelsa_temp_rainy_6_11,19.133333333333383,22.923929691314697,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ60,76.66230637,11.29425705,chelsa_temp_rainy_6_11,16.73333333333335,21.577621340751648,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ61,76.5604073,11.28758052,chelsa_temp_rainy_6_11,13.608333333333405,20.41921305656433,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ62,76.57466976,11.28260159,chelsa_temp_rainy_6_11,14.058333333333337,20.82729172706604,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ63,76.68860598,11.28023945,chelsa_temp_rainy_6_11,17.883333333333326,22.37067985534668,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ65,76.5677996,11.27151582,chelsa_temp_rainy_6_11,14.108333333333405,20.57548701763153,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ67,76.58533724,11.26236515,chelsa_temp_rainy_6_11,14.416666666666629,20.753141045570374,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ68,76.63119161,11.26118448,chelsa_temp_rainy_6_11,16.90833333333336,21.95173442363739,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ71,76.6220776,11.24818407,chelsa_temp_rainy_6_11,15.724999999999966,21.37717032432556,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ72,76.57016125,11.24730361,chelsa_temp_rainy_6_11,14.074999999999989,20.567407488822937,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ73,76.54897909,11.24020778,chelsa_temp_rainy_6_11,13.90833333333336,20.461859464645386,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ75,76.62106899,11.23704596,chelsa_temp_rainy_6_11,15.974999999999966,21.435492753982544,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ76,76.59274613,11.22619063,chelsa_temp_rainy_6_11,14.616666666666674,20.900819063186646,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ77,76.61020697,11.22592389,chelsa_temp_rainy_6_11,16,21.564881205558777,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ78,76.64183528,11.21577952,chelsa_temp_rainy_6_11,16.98333333333335,21.92479372024536,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,ASFQ8,76.85221568,11.50484336,chelsa_temp_rainy_6_11,19.44999999999999,23.29960346221924,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,AVLC1,76.603,11.302,chelsa_temp_rainy_6_11,15.891666666666708,21.470484018325806,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,AVLC2,76.592,11.299,chelsa_temp_rainy_6_11,14.899999999999977,21.513698935508728,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,BGOT1,76.714,11.42,chelsa_temp_rainy_6_11,14.583333333333314,20.822184920310974,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,BVLR1,76.835,11.351,chelsa_temp_rainy_6_11,18.999999999999943,21.92347526550293,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,BVLR2,76.84,11.343,chelsa_temp_rainy_6_11,21.01666666666665,23.66911542415619,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,CNRG1,76.805,11.345,chelsa_temp_rainy_6_11,17.491666666666674,22.126096606254578,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,CNRG2,76.79,11.339,chelsa_temp_rainy_6_11,18.191666666666663,22.460771560668945,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,DDBT1,76.73558,11.4015,chelsa_temp_rainy_6_11,13.199999999999989,20.20688247680664,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,EMVL1,76.58027,11.35123,chelsa_temp_rainy_6_11,14.625000000000057,20.87004053592682,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,EMVL2,76.594,11.348,chelsa_temp_rainy_6_11,15.391666666666708,21.205169677734375,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,FHEK1,76.914,11.459,chelsa_temp_rainy_6_11,16.41666666666663,21.7364159822464,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,GDLR1,76.51434,11.4872,chelsa_temp_rainy_6_11,20.19999999999999,23.656628251075745,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,GDLR2,76.52622,11.49314,chelsa_temp_rainy_6_11,18.92500000000001,23.53054916858673,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,GVSL1,76.64279,11.39221,chelsa_temp_rainy_6_11,14.800000000000011,20.771839141845703,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,HTHP1,76.817,11.35,chelsa_temp_rainy_6_11,16.65833333333336,21.84085249900818,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KDND1,76.7,11.4667,chelsa_temp_rainy_6_11,16.53333333333336,21.94851303100586,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KJPN1,76.932,11.359,chelsa_temp_rainy_6_11,22.116666666666617,24.268078684806824,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KJPN2,76.921,11.358,chelsa_temp_rainy_6_11,22.566666666666663,24.181854367256165,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KKTG1,76.936,11.452,chelsa_temp_rainy_6_11,17.875,22.325913906097412,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KLHT1,76.68286,11.460672,chelsa_temp_rainy_6_11,16.32499999999999,21.726642966270447,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KMFD1,76.896385,11.469283,chelsa_temp_rainy_6_11,17.34166666666664,22.049034118652344,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KMFD2,76.91277,11.4477,chelsa_temp_rainy_6_11,17.20833333333337,21.95885145664215,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KNSL1,76.906,11.451,chelsa_temp_rainy_6_11,17.500000000000057,22.102312445640564,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KUKL1,76.863,11.433,chelsa_temp_rainy_6_11,16.65833333333336,21.816612362861633,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KULR1,76.859,11.354,chelsa_temp_rainy_6_11,22.150000000000034,23.48376226425171,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,KULR2,76.868,11.345,chelsa_temp_rainy_6_11,24.08333333333337,24.4647456407547,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,LDNH2,76.6962,11.36707,chelsa_temp_rainy_6_11,14.93333333333328,21.086727380752563,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,LWSL1,76.873,11.439,chelsa_temp_rainy_6_11,16.53333333333336,21.658731937408447,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,NDVT1,76.549,11.488,chelsa_temp_rainy_6_11,17.39166666666671,22.285073399543762,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,NDVT2,76.548,11.478,chelsa_temp_rainy_6_11,16.850000000000023,22.00114107131958,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,OTCM1,76.696,11.412,chelsa_temp_rainy_6_11,14.824999999999989,20.989837884902954,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,OTCM2,76.708,11.399,chelsa_temp_rainy_6_11,14.508333333333326,20.71553945541382,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,OTCM3,76.70851,11.38741,chelsa_temp_rainy_6_11,14.699999999999989,20.93519914150238,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,RNMD1,76.796,11.332,chelsa_temp_rainy_6_11,19.116666666666674,22.458579063415527,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,RNMD2,76.783,11.328,chelsa_temp_rainy_6_11,17.958333333333314,22.2513644695282,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,SMPK2,76.799,11.356,chelsa_temp_rainy_6_11,17.350000000000023,22.075406908988953,"value ~ s(elev, k = 3) + coast + lat"
rainy,t_mean,TMTE1,76.705255,11.281124,chelsa_temp_rainy_6_11,17.883333333333326,22.38093626499176,"value ~ s(elev, k = 3) + coast + lat"
