ID,climate_measure,season,year,value,alt,slope,aspect,modern_site_code,site_name,historical_site_code,modern_landCover_type
1,ppt,rainy,1970,189.0850372314453,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,ppt,rainy,1980,166.5458984375,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,ppt,rainy,1990,167.44068908691406,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,ppt,rainy,2000,146.98452758789062,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,ppt,rainy,2010,152.2439422607422,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1870,15.544185638427734,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1880,15.334500312805176,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1890,15.446944236755371,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1900,15.495749473571777,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1910,15.290397644042969,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1920,15.483643531799316,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1930,15.534319877624512,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1940,15.653312683105469,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1950,15.75979995727539,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1960,15.767583847045898,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1970,15.802265167236328,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1980,16.142738342285156,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,1990,16.12670135498047,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,2000,16.2141170501709,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,dry,2010,16.61090850830078,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1870,14.747161865234375,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1880,14.717698097229004,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1890,14.913972854614258,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1900,14.986580848693848,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1910,14.875658988952637,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1920,14.997937202453613,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1930,14.992490768432617,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1940,15.218411445617676,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1950,15.118370056152344,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1960,15.204052925109863,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1970,15.2566499710083,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1980,15.568580627441406,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,1990,15.589601516723633,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,2000,15.690956115722656,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
1,t_mean,rainy,2010,15.961918830871582,2023,4.184849739074707,15.799756050109863,AVLC1,Avalanche,AVLC,Shola Forest
2,ppt,dry,1870,68.57621765136719,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1880,60.119361877441406,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1890,53.27191162109375,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1900,87.817291259765625,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1910,65.98101806640625,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1920,96.3724594116211,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1930,82.45758056640625,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1940,94.29193115234375,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1950,87.49244689941406,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1960,68.85594940185547,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1970,74.57450866699219,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1980,61.03379440307617,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,1990,60.6806755065918,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,2000,67.81690979003906,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,dry,2010,62.533451080322266,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1870,129.7623291015625,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1880,122.9942626953125,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1890,101.74482727050781,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1900,146.0306854248047,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1910,194.87124633789062,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1920,213.7678680419922,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1930,234.8141632080078,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1940,224.27334594726562,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1950,170.5587615966797,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1960,164.42845153808594,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1970,190.12710571289062,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1980,167.340576171875,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,1990,168.3339080810547,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,2000,147.79562377929688,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,ppt,rainy,2010,152.9913330078125,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1870,15.513145446777344,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1880,15.30346393585205,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1890,15.41568660736084,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1900,15.46459674835205,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1910,15.259448051452637,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1920,15.452425003051758,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1930,15.503042221069336,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1940,15.621920585632324,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1950,15.728410720825195,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1960,15.736148834228516,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1970,15.770676612854004,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1980,16.111005783081055,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,1990,16.095006942749023,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,2000,16.182252883911133,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,dry,2010,16.581018447875977,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1870,14.717989921569824,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1880,14.688580513000488,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1890,14.884551048278809,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1900,14.957132339477539,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1910,14.846390724182129,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1920,14.968521118164062,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1930,14.963052749633789,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1940,15.188923835754395,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1950,15.089028358459473,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1960,15.174450874328613,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1970,15.226934432983398,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1980,15.538738250732422,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,1990,15.559630393981934,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,2000,15.660882949829102,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
2,t_mean,rainy,2010,15.93307113647461,2103,10.15056324005127,357.0088195800781,AVLC2,Avalanche,AVLC,Shola Forest
3,ppt,dry,1870,82.43690490722656,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1880,72.58504486083984,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1890,58.273582458496094,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1900,108.21617889404297,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1910,78.61932373046875,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1920,125.0653076171875,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1930,97.32854461669922,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1940,117.56278991699219,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1950,109.05611419677734,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1960,80.8729019165039,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1970,92.1220932006836,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1980,76.35899353027344,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,1990,74.08081817626953,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,2000,80.40773010253906,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,dry,2010,73.35224151611328,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1870,106.58316802978516,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1880,100.0616226196289,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1890,73.56664276123047,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1900,111.86367797851562,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1910,179.22320556640625,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1920,195.1417236328125,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1930,229.50848388671875,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1940,211.0138397216797,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1950,150.8709716796875,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1960,148.38836669921875,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1970,180.65762329101562,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1980,167.60733032226562,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,1990,156.03759765625,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,2000,137.65435791015625,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,ppt,rainy,2010,137.6760711669922,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1870,14.311956405639648,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1880,14.098872184753418,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1890,14.202580451965332,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1900,14.257243156433105,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1910,14.05819034576416,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1920,14.241705894470215,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1930,14.290425300598145,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1940,14.405981063842773,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1950,14.514382362365723,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1960,14.520048141479492,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1970,14.5479736328125,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1980,14.88731575012207,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,1990,14.872773170471191,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,2000,14.953532218933105,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,dry,2010,15.452160835266113,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1870,13.591429710388184,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1880,13.564099311828613,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1890,13.748991966247559,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1900,13.821549415588379,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1910,13.71743392944336,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1920,13.834672927856445,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1930,13.82809066772461,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1940,14.055461883544922,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1950,13.960755348205566,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1960,14.035323143005371,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1970,14.083307266235352,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1980,14.394394874572754,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,1990,14.409553527832031,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,2000,14.507760047912598,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
3,t_mean,rainy,2010,14.842326164245605,2283,5.09522008895874,216.40591430664062,BGOT1,Ooty Botanical Garden,BGOT,Plantation
4,ppt,dry,1870,72.0754623413086,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1880,67.3233871459961,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1890,59.80258560180664,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1900,92.77009582519531,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1910,67.62445068359375,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1920,100.910888671875,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1930,85.81229400634766,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1940,98.06581115722656,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1950,88.70037841796875,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1960,71.769775390625,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1970,78.87165832519531,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1980,68.86531829833984,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,1990,65.73467254638672,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,2000,71.0777359008789,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,dry,2010,65.84667205810547,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1870,122.31163787841797,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1880,118.94322967529297,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1890,98.35303497314453,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1900,133.6419219970703,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1910,179.27029418945312,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1920,188.52845764160156,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1930,209.44021606445312,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1940,200.87847900390625,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1950,151.6158447265625,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1960,147.9618377685547,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1970,173.30093383789062,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1980,154.49172973632812,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,1990,154.8278045654297,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,2000,134.34194946289062,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,ppt,rainy,2010,143.30581665039062,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,t_mean,dry,1870,18.645252227783203,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,t_mean,dry,1880,18.41695785522461,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,t_mean,dry,1890,18.551586151123047,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
4,t_mean,dry,1900,18.598880767822266,1879,16.23387336730957,146.02723693847656,BVLR1,Burliar,BVLR,Shola Forest
